job_title,company,content,skills,check
Data Engineer/ Business Intelligence Expert,Netcompany-Intrasoft,"We are Netcompany-Intrasoft, a leading European IT Solutions and Services Group with strong international presence and expertise, offering innovative and added-value solutions of the highest quality to a wide range of international and national public and private organizations. More than 500 organizations in over 70 countries worldwide have chosen the company's services and solutions to fulfill their business needs. For more information regarding our company, currentprojects, and openings around Europe, please consult our website:  .   We are looking for a BI Expertfor our offices in Athens A day in the life of a  BI Expert You will be member of a vibrant and talented teamresponsible forcritical internal projects concerning the company continuous way of working evolution. Your main duties will be: Analyze business requirements, design and develop architectures for business intelligence implementations in Power BI or other tools that may be defined during the course of projects Take ownership of the software development process for BI projects Manage and correlate data from various sources (both SQL and NoSQL) Work for MDM, Central Reporting and BI solutions, translating business and data requirements into appropriate ETL orchestration and reporting Data Marts model requirements, as well to BI and analytics solutions by designing and implementing friendly dashboards Understand data lifecycle, data governance, lineage, catalog and quality and work to identify, design, and implement internal process improvements by automating manual processes, optimizing data delivery, refactoring current architecture, etc. Ensure business analysis is done with an end-to-end business process perspective in mind – most of the time this will concern analysis of data across Data sources like MDM, CRM and ERP systems Create technical knowledge documentation and standards for data asset security, lifecycle & retention architecture Create and maintain data maps and systems interrelationship diagrams for data domains and systems Work with source platform andor integration layer data engineering teams to prepare data, derive metric calculations, etc. Conduct data discovery activities, perform root cause analysis, and make recommendations for the remediation of data quality issues Train, mentor and consult other team members, both on a technical level and on reporting best practices By joining Netcompany - Intrasoft , a leading IT company, you will be part of a hub of 1.700+ tech enthusiasts in Greece. You will work usingcutting-edgetechnologies that contribute to the design and delivery of solutions and products forchallenging, large-scale IT projects, that affect the lives of millions of citizens around the globe. Qualifications If you have A BSc or MSc in Computer Science, Data Science, Engineering or other related, quantitative fields Solid work experience as a  Proven (project experience) ability to design and develop PowerBI architecture Experience with Power BI (including Dax and M), relational SQL and NoSQL databases Oracle BI experience will be considered a plus Strong analytical, problem solving and critical thinking skills Team building skills and ability to guide junior team members Experience supporting and working with cross-functional teams in a dynamic environment Excellent command of the English language (written & verbal) Advanced technical writing skills …then this position is suitable for you! It would also be a plus if you had Self-starter with excellent time management and project management skills who works professionally and autonomously, and takes ownership to deliver a successful project Excellent communicator with organizational skills and strong attention to detail Able to manage multiple priorities and assess & adjust quickly to changing priorities A true team-player but also someone who can work independently This position comes with Competitive compensation packages Continuous learning (with the most modern methods - unlimited access to Udemy for Business), andfast career growth Interesting and challenging tasks within large-scale projects An internationaldynamic within a fast-pacedworking environment The opportunity to work in a diverse environment with talented colleagues","['process improvement', 'computer science', 'information management', 'statistical package', 'detail orient', 'XML', 'ETL']",0.0
Consumer Data Scientist,ΠΑΠΑΣΤΡΑΤΟΣ,"Be a part of a revolutionary change At PMI, we’ve chosen to do something incredible. We’re totally transforming our business and building our future on smoke-free products with the power to deliver a smoke-free future. With huge change, comes huge opportunity. So, wherever you join us, you’ll enjoy the freedom to dream up and deliver better, brighter solutions and the space to move your career forward in endlessly different directions. PMI journey to a smoke-free future is fuelled by technology. The total transformation we’re going through means that there are unique projects here to match all levels of skills and ambitions – from pace-setting global pilot projects to vital local updates. Whether you want to pursue a personal passion or build an international career, there space here to develop in any number of directions. To join us you’ll need to be driven and equally happy whether you’re taking the strategic view or diving deep into processes. We'll make sure you're set up to succeed whatever your project is, our culture is agile and collaborative, and we genuinely believe our people are some of the best you’ll ever work with. We are currently looking for talented individuals who excel in data analytics and are passionate to analyse large amounts of raw information, aiming to improve the IQOS Consumer Journey. Key part of the role is to identify predictive actions, synthesise the analysis into business insights and drive impactful decision making! Your ‘day to day’ -Use statistical methods in large databases and unstructured datasets to identify different milestones of IQOS consumer journey -Build multiple customer segmentation for acquisition and retention strategies -Leverage data to find business opportunities and develop creative solutions by employing data science methods such as statistical models, machine learning, pattern recognition, optimization algorithms or other complex methodologies -Model and predict future behavior of IQOS customers, develop and analyze relevant experiments -Distil real-time 360 consumer data and turn them into insights that will foster fast business action -Connect data from different data source, leverage on a broad set of different metrics, synthesize and extract meaningful outcomes -Visualize dissimilar data and communicate them in a sharp and vivid manner across different stakeholders Who we’re looking for -Educational background in Maths, Statistics, Data Science, Computer Science, Engineering or other quantitative discipline or equivalent experience (MSc or PhD degree will be considered an asset) -2-3 years of hands-on experience in Data Science or Applied Statistics for business problem solving (Descriptive, Exploratory, Predictive) such as segmentation, propensity modelling (churncross-sell), time-series forecasting, text analytics, etc. -Proficiency in R or Python. Knowledge of SAS will be considered as an asset -Good knowledge of relational databases and SQL is mandatory -Experimental design experience -Familiarization with at least one BI suite -Experience with exploratory data analysis, testing and modelling -Strong visualization and communication skills -Strong business acumen, analytical and problem-solving skills What we offer Our success depends on the men and women who come to work every single day with a sense of purpose and an appetite for progress. Join PMI and you too can: -Seize the freedom to define your future and ours. We’ll empower you to take risks, experiment and explore. -Be part of an inclusive, diverse culture, where everyone contribution is respected; collaborate with some of the world best people and feel like you belong. -Pursue your ambitions and develop your skills with a global business – our staggering size and scale provides endless opportunities to progress. -Take pride in delivering our promise to society: to deliver a smoke-free future.","['business intelligence', 'data management', 'master data management', 'big datum', 'microsoft azure', 'data lake', 'computer science', 'english language', 'ssas tabular', 'power bi', 'jupyter notebook', 'diversity and inclusion', 'CRM', 'SSIS', 'ETL']",0.0
Loyalty Data Analyst,ΑΒ Βασιλόπουλος,"The Loyalty  will be part of the BI, Loyalty and Analytics department of AB. Heshe will be part of the Data & Analytics team where the candidate would get the opportunity to analyze and combine various large datasets in order to produce reports and visualizations that would assist in deriving meaningful insights to assist in overall data-driven decision making across the organization. The position requires a person that will be able to easily collaborate and communicate efficiently with cross-functional internal and external partners and genuinely commit to increase the adoption of self-service reporting to all relevant stakeholders. What you will focus on • Develop and deliver new reportsdashboards in order to provide ongoing insights to business stakeholders with analysis and interpretation of quantitative information • Gather business reporting requirements across departments • Conduct ad-hoc and ongoing business performance analysis • Perform customer analytics such as customer segmentations and targeted campaigns evaluation • Support team in ongoing improvements of data management including integration of new analytics tools and data sources and also assist in acceptance testing • Be part of an agile team that contributes actively to the ongoing digital transformation and innovation of the company, especially in the area of analytics Who we are looking for • BachelorMaster degree in Computer Science, Statistics, Mathematics, Economics, Operations Research, etc. • Understanding of BI tools, databases and reporting models • Competent use of Power BI (1-2 years of experience) - Power Query  Data Modelling  DAX  Data Visualization • Proficiency in Microsoft Excel and Office 365 tools Your Value • Ability to troubleshoot and solve numerical and technical problems • Detail oriented with good problem-solving skills • Able to present complex data in easy-to-understand manner • Actively improves technical knowledge through self-learningformal training and have willingness to learn • Be able to discuss using both Business and IT language and terminology • Good communication skills both Greek and English Start your retail journey and live our values of care, teamwork, humor, integrity and courage Apply on line at  quoting reference: (ref: LDA_22 ) We care for you • Room to grow and develop via numerous opportunities for learning, professional development and career advancement • A safe and healthy workplace and a friendly environment which respects each employee individuality and personality • Member of Ahold Delhaize A place where everyone belongs We strive to be a better place to work where our associates reflect the markets we serve, where their voices are heard and valued, they find purpose in their work, and can grow and contribute to their fullest. We are an equal opportunity employer, and all applicantsemployees will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, national origin, disability status, or any other characteristic protected by law. Certified by Diversity Charter Greece and SHARE Equality Label We Give the Best of our Self to make the Best in People Lives All applications are treated with utmost confidentiality","['decision make', 'business reporting', 'performance analysis', 'customer analytic', 'acceptance testing', 'digital transformation', 'computer science', 'operation research', 'power bi', 'microsoft excel', 'detail orient', 'problem solve', 'willingness to learn']",0.0
Data Analyst,Delfi Partners & Company,"This position requires a strong command of data architecture, data processing and deployment techniques, as well as a demonstrated practical ability to determine where to invest time, synthesize actionable findings across diverse assignments, and present these findings to an audience with varying levels of background in analytics. What you will focus on Interpret data, analyze results using statistical techniques and provide ongoing reports Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality Acquire data from primary or secondary data sources and maintain databasesdata systems Identify, analyze, and interpret trends or patterns in complex data sets Work with management to prioritize business and information needs Locate and define new process improvement opportunities Identify and acquire necessary data from multiple sources and organizeclean the information to enhance operational data quality Implement ways to improve data reliability, efficiency and quality Discover opportunities for data acquisition Automate interdependent data pipelines What we are looking for Minimum 2 years of data engineering experience business data analyst BS in Mathematics, Economics, Computer Science, Information Management or Statistics Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks) Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc) Analytical mindset and detail-oriented with ability to focus and prioritize demanding workload Self-motivated, self- organised individual, able to work independently If you are interested in the position, please submit your CV at  and quote the reference number DP-DA-04. Applications to Delfi Partners &  are treated with strict confidentiality.","['revenue stream', 'data visualization', 'quality assurance', 'source datum', 'business logic', 'computer science', 'statistical modeling', 'power bi', 'continuous training', 'career development']",0.0
Senior Data Scientist,Κωτσόβολος - Dixons South East Europe,"In Kotsovolos, a member of Currys group, we believe in everything you have to offer. That why here, you will find a company that focuses on technology and innovation, but first of all believes and seeks the continuous development of its 2.800 people. In numbers! 94 stores, 2 modern training centers and more than 50.000 hours of training per year, dedicated to our people. Our goal? To plan for tomorrow and be the first ones who bring new technologies that will make our lives better. Join us and be part of the evolution! The Role The   drives new data insights to uncover business opportunities & revenue streams. The role has a firm understanding of statistics and data visualization (with BI team) for communication, as well as an understanding business growth areas & how to utilize important data. Key Responsibilities: Responsible for building data analytics models and surface key insights utilizing analytics tools, techniques and languages Develops end-to-end data science applications, including complex distributed data processing, creating an analysis framework (e.g. models, algorithms, etc.), developing custom complex visualization tools with BI team Performs solutioning and develops end to end Data Science projects. Responsible for creating required datasets and developing model specifications Carries out quality assurance testing to ensure the models deliver insights accurately Collaborates with BUs to review data sources, data inconsistencies, and business logic for initiating data discovery Visualizes and reports data findings creatively in a variety of visual formats that appropriately provides insights to the organization The ideal candidate should have: Degree in Computer Science, Statistics, Engineering or similar field; a Master is a plus Minimum 3 years of working experience in Data Science role Strong Experience in statistical modeling with focus in: Predictive ModellingClassification, Segmentation, Recommendation Engines, NLP, Forecasting Strong Knowledge of PythonR in Databricks with 3+years of practical experience Basic knowledge of Power BI Reporting & Data visualization Certifications is a plus: Azure AI Fundamentals & Azure  Experience with Agile and SCRUM processes and methodologies is a plus Good communication skills What the company offers Continuous training in new technologies and tools Career development and growth opportunities Competitive bonus scheme, performance-based Group health medical insurance package Discounts on our company products New, modern and pleasant HQs workplace Hybrid work model Internal wellbeing actions In Kotsovolos, we are fully committed to embracing diversity, empowering uniqueness and preventing discrimination. And we make that commitment an action, as an Equal Opportunity Employer and a proud signatory member of the Diversity Charter Greece, an initiative of the European Commission to promote diversity in the Greek workplace. Because our team doesn’t focus on Race, Color, National Origin, Ethnicity, Gender, Age, Disability, Sexual Orientation and Religion.","['business requirement', 'business intelligence', 'power bi', 'software development', 'datum mart', 'process improvement', 'business analysis', 'business process', 'data domain', 'root cause analysis', 'computer science', 'data science', 'problem solve', 'critical thinking', 'english language', 'technical writing', 'self starter', 'time management', 'project management', 'organizational skill', 'ETL', 'CRM', 'ERP']",0.0
Data Engineer,Κωτσόβολος - Dixons South East Europe,"In Kotsovolos, a member of Currys group, we believe in everything you have to offer. That why here, you will find a company that focuses on technology and innovation, but first of all believes and seeks the continuous development of its 2.800 people. In numbers! 94 stores, 2 modern training centers and more than 50.000 hours of training per year, dedicated to our people. Our goal? To plan for tomorrow and be the first ones who bring new technologies that will make our lives better. Join us and be part of the evolution! The Role The  performs tasks such as data modeling, data pipeline build, data lake build, and scalable programming frameworks. Essentially moves from complex data sourcing, ingestion & transformation & provisioning to business users or data scientists to further analyze business insights or implement analytics models. Key Responsibilities : Implements efficient and robust data processing pipelines. Responsible for the continuous Integration & delivery for DWH and analytics processes Designs, builds, operationalizes, and monitors data processing systems with a particular emphasis on security, scalability and efficiency, reliability, flexibility and portability Performs data extraction, ingestion, wrangling, data conversion, transformation and mapping Performs complex data warehouse ETL processes and diagnoses business logic failures and data flows, to quickly resolve issues Reassures technical specification documentation for all reports and processes exists and is maintained Tracks trouble tickets, upcoming activity and maintains dashboards for operational stability and owns the DevOps pipeline for the application Reassures all processes from the Data Science team is automated, abiding to all required principles before proceeding to deployment. Oversees the deployment of data and ML pipelines. Works with data scientists for the productionalization  automation using Spark packages of any new pipelines. The ideal candidate should have : Minimum 1+ years of experience in SQL, Python Basic knowledge in Microsoft Azure Stack (Databricks, Azure Data Factory, Devops ) and Big data development technologies (e.g. Spark) Basic Experience in Devops, CICD and Git Experience with programming languages to design, develop and implement ML algorithms Basic Statistics knowledge and experience in Analytics Data Science frameworks and principles Degree in Computer Science, IT, or similar field; a Master is a plus Data engineering certification (e.g Azure Certified dp-900) is a plus Experience with Agile and SCRUM processes and methodologies is nice to have. What the company offers Continuous training in new technologies and tools Career development and growth opportunities Competitive bonus scheme, performance-based Group health medical insurance package Discounts on our company products New, modern and pleasant HQs workplace Hybrid work model Internal wellbeing actions In Kotsovolos, we are fully committed to embracing diversity, empowering uniqueness and preventing discrimination. And we make that commitment an action, as an Equal Opportunity Employer and a proud signatory member of the Diversity Charter Greece, an initiative of the European Commission to promote diversity in the Greek workplace. Because our team doesn’t focus on Race, Color, National Origin, Ethnicity, Gender, Age, Disability, Sexual Orientation and Religion.","['continuous integration', 'process design', 'datum processing system', 'data extraction', 'data conversion', 'business logic', 'data science', 'microsoft azure', 'azure data factory', 'computer science', 'continuous training', 'career development', 'ETL']",0.0
Senior Data Engineer,Κωτσόβολος - Dixons South East Europe,"In Kotsovolos, a member of Currys group, we believe in everything you have to offer. That why here, you will find a company that focuses on technology and innovation, but first of all believes and seeks the continuous development of its 2.800 people. In numbers! 94 stores, 2 modern training centers and more than 50.000 hours of training per year, dedicated to our people. Our goal? To plan for tomorrow and be the first ones who bring new technologies that will make our lives better. Join us and be part of the evolution! The Role The   performs tasks such as data modeling, data pipeline build, data lake build, and scalable programming frameworks. Essentially moves from complex data sourcing, ingestion & transformation & provisioning to business users or data scientists to further analyze business insights or implement analytics models. Key Responsibilities : Implements efficient and robust data processing pipelines. Responsible for the continuous Integration & delivery for DWH and analytics processes Designs, builds, operationalizes, and monitors data processing systems with a particular emphasis on security, scalability and efficiency, reliability, flexibility and portability Performs data extraction, ingestion, wrangling, data conversion, transformation and mapping Performs complex data warehouse ETL processes and diagnoses business logic failures and data flows, to quickly resolve issues Collaborates closely with the Data Governance & Architecture Tower (to determine appropriate data management systems) and s (to determine data sets required for analysis) Reassures technical specification documentation for all reports and processes exists and is maintained Tracks trouble tickets, upcoming activity and maintains dashboards for operational stability and owns the DevOps pipeline for the application Reassures all processes from the Data Science team is automated, abiding to all required principles before proceeding to deployment. Oversees the deployment of data and ML pipelines. Works with data scientists for the productionalization  automation using Spark packages of any new pipelines Coordinates s in day to day work. The ideal candidate should have : Degree in Computer Science, IT, or similar field; a Master is a plus Minimum 3 years of practical experience in SQL, Python Minimum 2 years of practical experience in Microsoft Azure Stack (Databricks, Azure Data Factory, Devops ) and Big data development technologies (e.g. Spark) Strong Experience in Devops, CICD and Git Experience with programming languages to design, develop and implement ML algorithms Basic Statistics knowledge and experience in Analytics Data Science frameworks and principles Data engineering certification (e.g Azure Certified dp-203) is a plus Experience with Agile and SCRUM processes and methodologies – nice to have. What the company offers Continuous training in new technologies and tools Career development and growth opportunities Competitive bonus scheme, performance-based Group health medical insurance package Discounts on our company products New, modern and pleasant HQs workplace Hybrid work model Internal wellbeing actions In Kotsovolos, we are fully committed to embracing diversity, empowering uniqueness and preventing discrimination. And we make that commitment an action, as an Equal Opportunity Employer and a proud signatory member of the Diversity Charter Greece, an initiative of the European Commission to promote diversity in the Greek workplace. Because our team doesn’t focus on Race, Color, National Origin, Ethnicity, Gender, Age, Disability, Sexual Orientation and Religion.","['miss datum', 'clean datum', 'front end', 'data governance', 'verbal communication skill']",0.0
Data Engineer / BI Consultant ,Accenture Greece,"AREYOUREADYtostepuptotheNewandtakeyourtechnologyexpertisetothenext level? Through unmatched industry experience, leading technologies from our ecosystem partners and startups, and the largest delivery network in the world, we provide a powerful range of capabilities that can be tailored to our client most complex business needs. With over 100 innovation hubs deployed around the world, we help clients continuously innovate at speed and at scale so they can outpace their peers. You will bring innovation, intelligence and industry experience together with the newest technologies to help clients innovate at scale and transform their businesses. Technology is one of four services –the others are Strategy and Consulting, Interactive and Operations. WORK YOU’LL DO As a Data WarehouseBusiness Intelligence Consultant you will work closely with our clients in a cross-functional team responsible for the delivery of large-scale DWHBI solutions to support their operational, tactical and strategic reporting as well as other analytical business needs. You will participate in the end-to-end delivery lifecycle of such projects from business requirements gathering to solution design, development, testing and roll-out. Responsibilities: Participate in workshops with client stakeholders to validate business requirements & functional specifications. Design & implement BIDWH applications to cover the Business Intelligence & Reporting requirements of large organizations Leverage data analysis skills to analyze business areas, understand source systems’ data and map them to DWH data model. Design, Build, Test and Deploy advanced ETL processes to move and transform enterprise data Participate in the definition of best practices, standards and optimization techniques to enhance the DWHBI solutions. Lead development teams throughout the delivery of BIDWH solutions. WHO WE´RE LOOKING FOR? Bachelor degree in computer science, information systems, or equivalent field Master degree in Computer Science andor other Business Areas (e.g. MBA, Finance, Business Analytics, etc.) would be considered as a strong plus and knowledge of Data Management and Data Warehousing concepts (ETL, StagingTarget Area, OLAP, Dimensional Modelling, Data Marts etc.) Working experience and knowledge over Enterprise DB platforms and ETL tools preferably Microsoft SQL Server, SSIS, SSAS Experience in Reporting and Data Visualization tools (e.g. PowerBI, Tableau, Qlik, Reporting Services, etc.) Min. 5 years of working experience in DWHBI projects preferably in the Banking or Insurance industry Strong communication and presentation skills Experience in leading small-scale teams Advanced analytical abilities & problem-solving skills Ability to meet deadlines with high attention to detail and quality WHAT´S IN IT FOR YOU? Competitive salary and benefits, including but not limited to: lifehealth insurance, performance based bonuses, monthly vouchers, company car (depending on management level), flexible work arrangements, employee share purchase plan, TEA Accenture, parental leave, paid overtime (if needed) and various corporate discounts Continuous hard and soft skills training & development through global platforms & local academy Career coaching and mentorship to help you manage your career and develop professionally Ongoing strengths and skills based evaluation process Various opportunities to develop your career across a spectrum of clients, industries and projects Diverse and inclusive culture Corporate citizenship initiatives (access to volunteering opportunities, charity work etc.) Under our Brain Regain initiative, extra relocation benefits may apply Our new innovative mobile App, Enter Accenture Greece for Android or iOS devices is here! Once you apply for the role and your application is successful, you will receive a notification to download the app and will be able to log in by using your personalized credentials to begin the recruiting process and track your application. To learn more about Accenture, and how you will be challenged and inspired from Day 1, please visit ourwebsiteaccenture.comgr-en. The safety and well-being of our candidates and employees remain our priority. Please note that the recruitment process for opportunities in Accenture Greece will be conducted only via online format during the current period.","['continuous integration', 'process design', 'datum processing system', 'data extraction', 'data conversion', 'business logic', 'data governance', 'management system', 'data science', 'computer science', 'microsoft azure', 'azure data factory', 'continuous training', 'career development', 'ETL']",0.0
Data Engineer,Netcompany-Intrasoft,"We are Netcompany-Intrasoft, a leading European IT Solutions and Services Group with strong international presence and expertise, offering innovative and added-value solutions of the highest quality to a wide range of international and national public and private organizations. More than 500 organizations in over 70 countries worldwide have chosen the company's services and solutions to fulfill their business needs. For more information regarding our company, currentprojects, and openings around Europe, please consult our website:  .   We are looking for a  for our offices in Athens A day in the life of a  You will be member of Netcompany-Intrasoft's Data Analytics Competence Center . You will be part of an international team of data engineers & data scientists implementing a state-of-the-art Big Data projects, that involve the deployment of massively parallel data store and processing engines, the ingestion and analysis of multiple petabytes of data, and the implementation of Artificial Intelligence algorithms that will provide actionable intelligence to the customer. Your main duties will be: Creating batch and streaming analytics implementations for very large data sets by utilizing distributed technologies Optimizing ingestion and query performance on distributed data stores and SQL engines Implementing data extraction, enrichment, processing, and load workflows. Performing preliminary statistical analysis, training and implementation of inference engines based on formal modeling By joining Netcompany - Intrasoft ,a leading IT company, you will be part of a hub of 1.700+ tech enthusiasts in Greece. You will work using cutting-edge technologies that contribute to the design and delivery of solutions and products for challenging, large-scale IT projects, that affect the lives of millions of citizens around the globe. Qualifications If you have Solid experience as a  Degree in Computer Science, Technology, Engineering, Math or equivalent Advanced experience with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases (including noSQL). Experience in building and optimizing ‘big data’ data pipelines, architectures and data sets. As well as in the development of Data Ingestion Pipelines and Data Analysis Applications Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement. Build processes supporting data transformation, data structures, metadata, dependency and workload management. A successful history of manipulating, processing and extracting value from large and disconnected datasets. Experience supporting and working with cross-functional teams in a dynamic environment. …then this position is suitable for you! It would also be a plus if you had one or more of the below Experience with big data tools: Flume, nifi, Hadoop, Spark, Kafka, etc. Experience with SQL and NoSQL databases (such as MongoDB, ElasticSearch, HDFS, Kudu, HBase, Impala, Hive etc) Experience with object-orientedobject function scripting languages: Python, Java, C++, Scala, etc. This position comes with Competitive compensation packages Continuous learning (with the most modern methods - unlimited access to Udemy for Business), andfast career growth Interesting and challenging tasks within large-scale projects An internationaldynamic within a fast-pacedworking environment The opportunity to work in a diverse environment with talented colleagues Additional Information We ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. At Netcompany-Intrasoft we respect human rights as part of our culture, and we focus on creating a positive workplace in which all employees are valued and where diversity and inclusivity are welcomed. The safety and well-being of our employees remain our top priority. Please note that Netcompany-Intrasoft recruitment process is being conducted virtually due to preventive measures against the Covid-19 pandemic. Our culture Our peopleare the most important element of our success. Our work life is well defined by our set of fundamental Values: Be the link of a great team that forms a unique network across departments, countries and business units and operates with trust, open communication, transparency and respect. We make it happen with our expertise, accountability and solution-driven attitude. We always strive for improvement, always with an eye on the big picture. We learn & evolve by embracing a culture of building on our experiences, sharing our knowledge and developing our skills. We are always open to new ideas and invite all our colleagues to contribute with theirs. We fuel creativity in every aspect of our everyday life at Netcompany - Intrasoft; in the solutions and products we design and the initiatives we undertake. We share customer success by understanding their unique needs, corresponding to their vision, and exceeding their expectations. *Please submit your CV in English All applications will be treated as strictly confidential. Our culture Our peopleare the most important element of our success. Our work life is well defined by our set of fundamental Values : https:bit.ly3SSbBzU *Please submit your CV in English All applications will be treated as strictly confidential.","['integrate service', 'greenhouse gas', 'internet of thing', 'solution design', 'business intelligence', 'business requirement', 'software development', 'software engineering', 'computer science', 'information management', 'open studio', 'database model', 'data visualization', 'power bi', 'business process', 'analytical skill', 'data analysis', 'ETL']",0.0
Data Engineer,Executive Level,"Responsibilities Identify data sources Collect data and source missing data Organize data into usable formats and analyze them to find answers to specific questions Set up data infrastructure Develop, implement and maintain databases Assess quality of data and remove or clean data Generate information and insights from data sets and identify trends and patterns Prepare reports for executive and project teams Create visualizations of data Create live dashboards Requirements 2+ years of experience as a  Experience with Python, R , Hadoop Experience with a BI front-end (Tableau, SAP BW) and data warehouse system (e.g. Snowflake, BigQuery, Redshift) Experience with SQL based and No SQL based technologies Strong documentation skills Ability to quickly analyze a complex problem and conduct detailed analysis Experience in the configuration and implementation of a data governance solutions such as Master Data Governance tool SAP MDG, Collibra, Informatica etc, will be considered an advantage Excellent written and verbal communication skills Bachelor Degree in relevant field Fluency in English","['marketing strategy', 'data analysis', 'clean datum', 'market research', 'process improvement', 'problem solve', 'strategic thinking', 'change management', 'creative thinking', 'computer science', 'english language']",0.0
Senior BI & Data Engineer,WATT AND VOLT A.E.,"WATT+VOLT is one of the largest energy providers in Greece. Electricity, natural gas and the wide range of integrated services and energy saving solutions that offers to the end consumer are what make the organization the most innovative energy provider. Holding an Electricity Trading and Supply License in the Greek market since 2011, whereas in 2015 also obtained the Natural Gas Supply License. Thanks to the constant investments in innovative technologies and in the specialization of human resources, WATT+VOLT enjoys a dominant position in the trading and supply of electricity, in the trading of greenhouse gas emission allowance and in energy efficiency solutions with the Internet Of Things (IoT) technology in Greece. WATT+VOLT driving force is its people. Connect with us to imagine and do more together for a better future . Click here to learn more about our WATTVOLTers! We are currently seeking a highly talented and team-spirited individual to work as  ΒΙ & . Responsibilities Managing & documenting master data, identifying and analyzing data sources, assessing & improving data quality of enterprise datasets, developing & troubleshooting complex data flows and blueprinting data & application integration solutions Design & implement BIDWH projects to cover the Business Intelligence & Reporting requirements Design, Build, Test and Deploy advanced ETL processes to export and transform enterprise data Understanding business needs, communicating with key stakeholders, analyzing business requirements, proposing, agreeing and delivering BI and Reporting solutions Leverage standard tools to implement, schedule and manage data flows (sync, async, ad-hoc, batch, event based etc.) with comprehensive documentation of related artifacts Work closely with our software development team to prioritize information and integration needs across projects Requirements Bachelor degree in Software Engineering, Computer Science, Information Management or Statistics, or other relevant title 5+ years experience in: MS SSIS and or Talend Open Studio database modeling, implementation and tuning using MSSQL. Reporting and Data Visualization tools, especially Power BI and Reporting Services 2+ years hands on with business process modeling and automation Good Knowledge of DAX language Familiar with Azure platform Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy Excellent Greek and very good knowledge of English Nice to have skills Streaming and big data analysis, managing effectively large data sets Working experience with Integromat and Power Automate Process oriented with great documentation skills","['raw datum', 'data infrastructure', 'operational efficiency', 'database management system', 'management system', 'data pipeline', 'computer science', 'software engineering', 'azure data factory', 'critical thinking', 'problem solve', 'ETL']",0.0
Senior Mobile Data Engineer,Volton Ελληνική Ενεργειακή Α.Ε.,"Volton Hellenic Energy SA is a Greek company that is dynamically active and is increasing its capacity rapidly in the field of Electricity Supply and Trading, in the Gas Energy Sector and soon enough in the field of Telecommunications. By offering reliable services that meet the ever-growing energy needs of businesses and households, Volton aims to build solid and trustful relationships with its consumers. The company's ambition is to become one of the most important companies in the industry and remain at the forefront of developments in electricity and gas supply. The company will enter soon the Telecommunication sector aiming to expand more the portfolio of services. As part of its development, Volton strengthens its human resources in Athens and seeks:  Mobile  Position responsibilities: Design, development and operation of the network supporting the mobile broadband services Evaluation and selection of technological solutions for the provision of mobile broadband services Development and operation of interconnections with other national, international and Internet upstream providers Management of suppliers and subcontractors who provide products and services for the Mobile broadband service network. Specification and documentation of engineering, operations and change management procedures for the network and the mobile broadband services Specification and monitoring of network performance and quality indicators.Preparation of reports 2nd level support for network and subscribers’ problems Necessary skills: Excellent knowledge and experience in the use of technologies and protocols for the provision of mobile broadband services Excellent knowledge of 4G EPC & 5G Core architectures and experience in the engineering and operation of their functional elements (MME, PGW, PCEFPCRF etc.) Excellent knowledge of protocols used in mobile broadband architectures (DiameterRadius, GTP etc.), as well as IP addresses management and authentication protocols Excellent knowledge of switching and routing protocols in IP networks (IPv4IPv6, BGP, OSPF, MPLSEoMPLS, VLAN etc.) Knowledge of Cloud & Virtualization (NFV) technologies Necessary qualifications: At least 8 years of experience in network technology projects related to the provision of Mobile Broadband services, ideally in a Telecommunications Service Provider or a related Technology vendor University Degree or relevant, in Engineering  Technology  Informatics direction Experience in managing large-scale technology projects Experience in telecommunication service provider interconnections projects Excellent analytical and communication skills Fluency in English Related Technology certifications will be considered an asset The company offers: Competitive remuneration package Private insurance Corporate benefits & perks Continuous training and professional development Excellent professional environment Modern and productive working facilities All applications will be treated with confidentiality. If your CV meets the requirements of the job, we will contact you by phone to schedule an appointment. Information about the Group on our site volton.gr","['mobile broadband', 'change management', 'network performance', 'ip address', 'ip address management', 'authentication protocol', 'telecommunications service', 'service provider', 'continuous training', 'OSPF', 'VLAN']",0.0
